ID,Icd1,Icd2,DiagnosisText,Comments,Likelihood,Prompt,MuseFlags,CodingFlag,OKForMultipleCodes,YearStart,YearEnd,DateIn,UserIn,DateOut,UserOut
3912,drug,,Paracetamol Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3890,drug,,Paracetamol Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3891,drug,,Paracetamol Use,,,,,,,2022,9999,21/03/2025,NA,,
3892,drug,,Parachlorophenol,,,,,,,2022,9999,21/03/2025,NA,,
3893,drug,,Parachlorophenol Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3894,drug,,Parachlorophenol Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3904,drug,,Parachlorophenol Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3896,drug,,Parachlorophenol Use,,,,,,,2022,9999,21/03/2025,NA,,
3889,drug,,Paroxetine,,,,,,,2022,9999,21/03/2025,NA,,
3898,drug,,Paroxetine Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3899,drug,,Paroxetine Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3900,drug,,Paroxetine Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3901,drug,,Paroxetine Use,,,,,,,2022,9999,21/03/2025,NA,,
3902,drug,,Pcp Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3903,drug,,Pcp Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3923,drug,,Pcp Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3948,drug,,Pcp Use,,,,,,,2022,9999,21/03/2025,NA,,
3920,drug,,Penicillin,,,,,,,2022,9999,21/03/2025,NA,,
3941,drug,,Penicillin Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3942,drug,,Penicillin Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3943,drug,,Penicillin Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3944,drug,,Penicillin Therapy,,,,,,,2022,9999,21/03/2025,NA,,
3945,drug,,Penicillin Use,,,,,,,2022,9999,21/03/2025,NA,,
3955,drug,,Pentobarbital Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3947,drug,,Pentobarbital Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3939,drug,,Pesticide Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3949,drug,,Petroleum Distillate Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3950,drug,,Phenacetin Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3951,drug,,Phenacetin Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3952,drug,,Phenacetin Use,,,,,,,2022,9999,21/03/2025,NA,,
3953,drug,,Phencyclidine Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3954,drug,,Phencyclidine Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3931,drug,,Phenobarbital Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3929,drug,,Phenobarbital Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3946,drug,,Phenothiazine Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3924,drug,,Phenothiazine Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3925,drug,,Placidyl Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3926,drug,,Placidyl Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3927,drug,,Poison Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3928,drug,,Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3938,drug,,Poisonous Bite,,,,,,,2022,9999,21/03/2025,NA,,
3930,drug,,Polydrug,,,,,,,2022,9999,21/03/2025,NA,,
3922,drug,,Polymer Fume Fever,,,,,,,2022,9999,21/03/2025,NA,,
3932,drug,,Polypharmacy,,,,,,,2022,9999,21/03/2025,NA,,
3933,drug,,Portuguese Man O War Sting,,,,,,,2022,9999,21/03/2025,NA,,
3934,drug,,Prednisone Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3935,drug,,Prednisone Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3936,drug,,Prednisone Use,,,,,,,2022,9999,21/03/2025,NA,,
3937,drug,,Prescribed Drug Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3873,drug,,Prescribed Medication Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3828,drug,,Prescribed Medications Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3895,drug,,Prescribed Medications Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3840,drug,,Prescription Drug Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3841,drug,,Prescription Drug Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3842,drug,,Prescription Drug Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3843,drug,,Prescription Medication Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3844,drug,,Prescription Medications Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3854,drug,,Prescription Medications Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3846,drug,,Primidone Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3838,drug,,Procain,,,,,,,2022,9999,21/03/2025,NA,,
3848,drug,,Procain Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3849,drug,,Procain Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3850,drug,,Procain Use,,,,,,,2022,9999,21/03/2025,NA,,
3851,drug,,Promazine Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3852,drug,,Promazine Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3830,drug,,Promethazine,,,,,,,2022,9999,21/03/2025,NA,,
3847,drug,,Promethazine Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3845,drug,,Promethazine Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3823,drug,,Promethazine Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3824,drug,,Propane Gas Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3825,drug,,Propane Gas Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3826,drug,,Propane Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3827,drug,,Propane Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3837,drug,,Propoxyphene Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3829,drug,,Propoxyphene Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3822,drug,,Propranolol Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3831,drug,,Propranolol Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3832,drug,,Propranolol Use,,,,,,,2022,9999,21/03/2025,NA,,
3833,drug,,Pseudoephedrine,,,,,,,2022,9999,21/03/2025,NA,,
3834,drug,,Pseudoephedrine Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3835,drug,,Pseudoephedrine Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3836,drug,,Pseudoephedrine Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3856,drug,,Quinine Sulfate Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3881,drug,,Quinine Sulfate Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3853,drug,,Quinine Sulfate Use,,,,,,,2022,9999,21/03/2025,NA,,
3874,drug,,Reptile Bite,,,,,,,2022,9999,21/03/2025,NA,,
3875,drug,,Salicylate Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3876,drug,,Salicylate Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3877,drug,,Salicylate Use,,,,,,,2022,9999,21/03/2025,NA,,
3878,drug,,Scotchguard Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3888,drug,,Secobarbital Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3880,drug,,Secobarbital Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3872,drug,,Seconal Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3882,drug,,Seconal Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3883,drug,,Sedation Medication,,,,,,,2022,9999,21/03/2025,NA,,
3884,drug,,Sedative,,,,,,,2022,9999,21/03/2025,NA,,
3885,drug,,Sedative Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3886,drug,,Sedative Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3887,drug,,Sedative Medications,,,,,,,2022,9999,21/03/2025,NA,,
3864,drug,,Sedative Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3862,drug,,Sedatives Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3879,drug,,Self Intentional Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3857,drug,,Sinequan Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3858,drug,,Sinequan Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3859,drug,,Sinequan Use,,,,,,,2022,9999,21/03/2025,NA,,
3860,drug,,Sleeping Pill Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3861,drug,,Sleeping Pill Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3871,drug,,Smoke Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3863,drug,,Smoke Soot Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3855,drug,,Snake Bite,,,,,,,2022,9999,21/03/2025,NA,,
3865,drug,,Sodium Barbital Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3866,drug,,Sodium Barbital Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3867,drug,,Soot Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3868,drug,,Spider Bite,,,,,,,2022,9999,21/03/2025,NA,,
3869,drug,,Steam Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3870,drug,,Steroid,,,,,,,2022,9999,21/03/2025,NA,,
3962,drug,,Steroid Administration,,,,,,,2022,9999,21/03/2025,NA,,
4071,drug,,Steroid Immune Suppression,,,,,,,2022,9999,21/03/2025,NA,,
3940,drug,,Steroid Immune Suppression Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4041,drug,,Steroid Immunosuppressive Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4042,drug,,Steroid Immunosuppressive Therapy,,,,,,,2022,9999,21/03/2025,NA,,
4043,drug,,Steroid Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
4044,drug,,Steroid Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4045,drug,,Steroid Myopathy,,,,,,,2022,9999,21/03/2025,NA,,
4055,drug,,Steroid Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4047,drug,,Steroid Therapy,,,,,,,2022,9999,21/03/2025,NA,,
4039,drug,,Steroid Usage,,,,,,,2022,9999,21/03/2025,NA,,
4049,drug,,Steroid Usage Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4050,drug,,Steroid Use,,,,,,,2022,9999,21/03/2025,NA,,
4051,drug,,Steroids,,,,,,,2022,9999,21/03/2025,NA,,
4052,drug,,Sting,,,,,,,2022,9999,21/03/2025,NA,,
4053,drug,,Strychnine,,,,,,,2022,9999,21/03/2025,NA,,
4054,drug,,Strychnine Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4031,drug,,Strychnine Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4029,drug,,Sulfamethoxazole,,,,,,,2022,9999,21/03/2025,NA,,
4046,drug,,Sulfamethoxazole Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4024,drug,,Sulfamethoxazole Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4025,drug,,Sulfamethoxazole Use,,,,,,,2022,9999,21/03/2025,NA,,
4026,drug,,Talwin,,,,,,,2022,9999,21/03/2025,NA,,
4027,drug,,Talwin Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
4028,drug,,Talwin Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4038,drug,,Talwin Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4030,drug,,Talwin Therapy,,,,,,,2022,9999,21/03/2025,NA,,
4022,drug,,Tarceva,,,,,,,2022,9999,21/03/2025,NA,,
4032,drug,,Tear Gas Asphyxia,,,,,,,2022,9999,21/03/2025,NA,,
4033,drug,,Tear Gas Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4034,drug,,Tear Gas Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4035,drug,,Temazepam,,,,,,,2022,9999,21/03/2025,NA,,
4036,drug,,Temazepam Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
4057,drug,,Temazepam Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4023,drug,,Temazepam Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4048,drug,,Theophylline,,,,,,,2022,9999,21/03/2025,NA,,
4074,drug,,Theophylline Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4075,drug,,Theophylline Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4076,drug,,Thioridazine,,,,,,,2022,9999,21/03/2025,NA,,
4077,drug,,Thioridazine Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4078,drug,,Thioridazine Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4079,drug,,Thiothixene Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4089,drug,,Thorazine Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4081,drug,,Thorazine Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4073,drug,,Tobacco Heart,,,,,,,2022,9999,21/03/2025,NA,,
4083,drug,,Tobacco Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4084,drug,,Tobacosis,,,,,,,2022,9999,21/03/2025,NA,,
4085,drug,,Tofranil Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4086,drug,,Tofranil Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4087,drug,,Tofranil Use,,,,,,,2022,9999,21/03/2025,NA,,
4088,drug,,Toluene Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4065,drug,,Toluene Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4063,drug,,Toxic Drug Effects,,,,,,,2022,9999,21/03/2025,NA,,
4080,drug,,Toxic Fumes Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4058,drug,,Toxic Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4059,drug,,Toxic Products Combustion Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4060,drug,,Toxicity,,,,,,,2022,9999,21/03/2025,NA,,
4061,drug,,Tramadol,,,,,,,2022,9999,21/03/2025,NA,,
4062,drug,,Tramadol Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
4072,drug,,Tramadol Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4064,drug,,Tramadol Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4056,drug,,Tranquiliser Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4066,drug,,Tranquilizer Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4067,drug,,Tranquilizer Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4068,drug,,Trazodone,,,,,,,2022,9999,21/03/2025,NA,,
4069,drug,,Trazodone Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
4070,drug,,Trazodone Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4006,drug,,Trazodone Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4082,drug,,Tricyclic Antidepressant Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4037,drug,,Tricyclic Antidepressant Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3973,drug,,Tricyclic Antidepressant Use,,,,,,,2022,9999,21/03/2025,NA,,
3974,drug,,Tricyclic Antidepressants Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3975,drug,,Tricyclic Antidepressants Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3976,drug,,Tricyclic Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3977,drug,,Tricyclic Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3978,drug,,Tricyclic Use,,,,,,,2022,9999,21/03/2025,NA,,
3987,drug,,Trimethoprim,,,,,,,2022,9999,21/03/2025,NA,,
3980,drug,,Trimethoprim Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3972,drug,,Trimethoprim Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3982,drug,,Trimethoprim Use,,,,,,,2022,9999,21/03/2025,NA,,
3983,drug,,Tuinal Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3984,drug,,Tuinal Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3985,drug,,Turpentine Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3964,drug,,Turpentine Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3981,drug,,Turpentine Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3979,drug,,Utility Gas Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3957,drug,,Utility Gas Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3958,drug,,Valium,,,,,,,2022,9999,21/03/2025,NA,,
3959,drug,,Valium Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3960,drug,,Valium Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3961,drug,,Valium Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3971,drug,,Valium Therapy,,,,,,,2022,9999,21/03/2025,NA,,
3963,drug,,Vapor Asphyxia,,,,,,,2022,9999,21/03/2025,NA,,
3956,drug,,Vapor Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3965,drug,,Vapor Suffocation,,,,,,,2022,9999,21/03/2025,NA,,
3966,drug,,Vapour Asphyxia,,,,,,,2022,9999,21/03/2025,NA,,
3967,drug,,Vapour Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3968,drug,,Vapour Suffocation,,,,,,,2022,9999,21/03/2025,NA,,
3969,drug,,Venlafaxine,,,,,,,2022,9999,21/03/2025,NA,,
3970,drug,,Venlafaxine Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3989,drug,,Venlafaxine Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4014,drug,,Venlafaxine Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3986,drug,,Venlafaxine Use,,,,,,,2022,9999,21/03/2025,NA,,
4007,drug,,Venom Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4008,drug,,Venomous Bite,,,,,,,2022,9999,21/03/2025,NA,,
4009,drug,,Venomous Insect Bite,,,,,,,2022,9999,21/03/2025,NA,,
4010,drug,,Venomous Insect Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4011,drug,,Venomous Snake Bite,,,,,,,2022,9999,21/03/2025,NA,,
4021,drug,,Venomous Spider Bite,,,,,,,2022,9999,21/03/2025,NA,,
4013,drug,,Venomous Sting,,,,,,,2022,9999,21/03/2025,NA,,
4005,drug,,Verapamil Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4015,drug,,Verapamil Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4016,drug,,Verapamil Use,,,,,,,2022,9999,21/03/2025,NA,,
4017,drug,,Vincristine Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4018,drug,,Vincristine Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4019,drug,,Vincristine Use,,,,,,,2022,9999,21/03/2025,NA,,
4020,drug,,Wafarin,,,,,,,2022,9999,21/03/2025,NA,,
3997,drug,,Warfarin,,,,,,,2022,9999,21/03/2025,NA,,
3995,drug,,Warfarin Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
4012,drug,,Warfarin Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3990,drug,,Warfarin Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3991,drug,,Warfarin Therapy,,,,,,,2022,9999,21/03/2025,NA,,
3992,drug,,Warfarin Use,,,,,,,2022,9999,21/03/2025,NA,,
3993,drug,,Wasp Sting,,,,,,,2022,9999,21/03/2025,NA,,
3994,drug,,Wasps Sting,,,,,,,2022,9999,21/03/2025,NA,,
4004,drug,,Xylene Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
3996,drug,,Xylene Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
3988,drug,,Zolpidem,,,,,,,2022,9999,21/03/2025,NA,,
3998,drug,,Zolpidem Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
3999,drug,,Zolpidem Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4000,drug,,Zolpidem Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
4001,drug,,Zopidem,,,,,,,2022,9999,21/03/2025,NA,,
4002,drug,,Zopidem Ingestion,,,,,,,2022,9999,21/03/2025,NA,,
4003,drug,,Zopidem Inhalation,,,,,,,2022,9999,21/03/2025,NA,,
4174,drug,,Zopidem Poisoning,,,,,,,2022,9999,21/03/2025,NA,,
2452,EA90Z,,Psoriasis,,,,,,,2022,9999,13/10/2023,NA,,
2453,EB10,,Erythroderma,,,,,,,2022,9999,13/10/2023,NA,,
2454,EB21,,Pyoderma Gangrenosum,,,,,,,2022,9999,13/10/2023,NA,,
2455,EB400Z,,Pemphigus Vulgaris,,,,,,,2022,9999,21/11/2023,NA,,
2456,EB410,,Bullous Pemphigoid,,,,,,,2022,9999,13/10/2023,NA,,
2457,EB41Z,,Pemphigoid,,,,,,,2022,9999,09/11/2023,NA,,
2458,EB9042,,Calciphylaxis,,,,,,,2022,9999,13/10/2023,NA,,
2459,ED920,,Hidradenitis Suppurativa,,,,,,,2022,9999,13/10/2023,NA,,
3202,EE8Z,,Granulomatosis,,1,check context,,,,2022,9999,19/02/2025,NA,,
2460,EG9Y&XA14W3,,Sacral Sore,,,,,,,2022,2022,06/12/2023,NA,10/09/2024,NA
2461,EG9Y&XA2UC8,,Sacral Sore,,,,,,,2022,2022,10/09/2024,NA,20/01/2025,NA
2462,EH903,,Grade 4 Pressure Sore,,,,,,,2022,9999,22/01/2025,NA,,
2463,EH90Z,1H0Z,Infected Pressure Sore,,,,,,,2022,9999,07/12/2023,NA,,
3191,EH90Z,1H0Z,Infected Pressure Sores,,,,,,,2022,9999,18/02/2025,NA,,
3240,EH90Z,1H0Z,Infected Pressure Ulcer ,,,,,,,2022,9999,07/03/2025,NA,,
4390,EH90Z,1H0Z,Infected Pressure Ulcers ,,,,,,,2022,9999,28/03/2025,NA,,
2464,EH90Z,,Pressure Sore,,,,,,,2022,9999,13/10/2023,NA,,
2465,EH90Z,,Pressure Sores,,,,,,,2022,9999,13/10/2023,NA,,
2466,EH90Z,,Pressure Ulcer,,,,,,,2022,9999,26/10/2023,NA,,
2467,EH90Z,,Pressure Ulcers,,,,,,,2022,9999,24/10/2023,NA,,
2468,EH90Z,,Sacral Ulcer,,,,,,,2022,2022,30/11/2023,NA,20/01/2025,NA
2469,EH90Z&XA2UC8,1H0Z,Infected Sacral Pressure Sore,,,,,,,2022,9999,13/10/2023,NA,,
2470,EH90Z&XA2UC8,,Sacral Pressure Sore,,,,,,,2022,9999,13/10/2023,NA,,
3192,EH90Z&XA2UC8,,Sacral Pressure Ulcer,,,,,,,2022,9999,19/02/2025,NA,,
2471,EH90Z&XA2UC8,,Sacral Sore,,,,,,,2022,9999,20/01/2025,NA,,
2472,EH90Z&XA2UC8,,Sacral Ulcer,,,,,,,2022,9999,20/01/2025,NA,,
2473,FA0Z,,Osteoarthritis,,,,,,,2022,9999,13/10/2023,NA,,
2474,FA0Z&XS25,,Severe Osteoarthritis,,,,,,,2022,9999,13/10/2023,NA,,
2475,FA10Z,,Septic Arthritis,,,,,,,2022,9999,13/10/2023,NA,,
2476,FA200,,Felty's Syndrome,,,,,,,2022,9999,13/10/2023,NA,,
2477,FA200,,Seropositive Rheumatoid Arthritis,,,,,,,2022,9999,13/10/2023,NA,,
2478,FA201,,Seronegative Arthritis,,,,,,,2022,9999,13/10/2023,NA,,
2479,FA201,,Seronegative Rheumatoid Arthritis,,,,,,,2022,9999,13/10/2023,NA,,
2480,FA20Z,,RA,,,,,,,2022,9999,13/10/2023,NA,,
2481,FA20Z,,Rheumatoid Arthritis,,,,,,,2022,9999,13/10/2023,NA,,
2482,FA20Z&XS25,,Severe Rheumatoid Arthritis,,,,,,,2022,9999,13/10/2023,NA,,
2483,FA21Z,,Psoriatic Arthritis,,,,,,,2022,9999,13/10/2023,NA,,
2484,FA21Z,,Psoriatic Arthropathy,,,,,,,2022,9999,13/10/2023,NA,,
2485,FA22,,Polymyalgia,,,,,,,2022,9999,06/12/2023,NA,,
2486,FA22,,Polymyalgia Rheumatica,,,,,,,2022,9999,13/10/2023,NA,,
2487,FA252Z,,Gout,,,,,,,2022,9999,13/10/2023,NA,,
2488,FA2Z,,Arthritis,,,,,,,2022,9999,13/10/2023,NA,,
2489,FA2Z,,Inflammatory Arthritis,,,,,,,2022,9999,13/10/2023,NA,,
2490,FA700,FA701,Kyphoscoliosis,,,,,,,2022,9999,13/10/2023,NA,,
2491,FA700,,Kyphosis,,,,,,,2022,9999,13/10/2023,NA,,
2492,FA700,,Severe Kyphosis,,,,,,,2022,9999,13/10/2023,NA,,
2493,FA701,,Scoliosis,,,,,,,2022,9999,13/10/2023,NA,,
4391,FA701&XS25,,Severe Kyphoscoliosis ,,,,,,,2022,9999,28/03/2025,NA,,
2494,FA701&XS25,,Severe Scoliosis,,,,,,,2022,9999,13/10/2023,NA,,
2495,FA82,,Spinal Stenosis,,,,,,,2022,9999,13/10/2023,NA,,
2496,FA8Z,,Cervical Spondylosis,,,,,,,2022,9999,09/11/2023,NA,,
2497,FA8Z,,Lumbar Spondylosis,,,,,,,2022,9999,13/10/2023,NA,,
2498,FA920Z,,Ankylosing Spondylitis,,,,,,,2022,9999,13/10/2023,NA,,
2499,FA9Z,,Discitis,,,,,,,2022,9999,13/10/2023,NA,,
2500,FB30,,Psoas Abscess,,,,,,,2022,9999,14/08/2024,NA,,
2501,FB3220,,Rhabdomyolysis,,,,,,,2022,9999,13/10/2023,NA,,
2502,FB32Y,,Sarcopenia,,,,,,,2022,9999,13/10/2023,NA,,
2503,FB514Z,,Retroperitoneal Fibrosis,,,,,,,2022,9999,13/10/2023,NA,,
2504,FB80B,,Fragility Fracture,,,,,,,2022,9999,14/08/2024,NA,,
2505,FB80B&XA1673,FB831Z,Osteoporotic Neck Femur Fracture,,,,,,,2022,2022,13/10/2023,NA,10/09/2024,NA
2506,FB830Z,,Osteopenia,,,,,,,2022,9999,13/10/2023,NA,,
4392,FB831Z,FB80B&XA1673,Osteoporotic Fractured Neck Femur ,,,,,,,2022,9999,28/03/2025,NA,,
2507,FB831Z,FB80B&XA1673,Osteoporotic Neck Femur Fracture,,,,,,,2022,9999,10/09/2024,NA,,
2508,FB831Z,,Osteoporosis,,,,,,,2022,9999,13/10/2023,NA,,
2509,FB84Y,,Chronic Osteomyelitis,,,,,,,2022,9999,13/10/2023,NA,,
2510,FB84Z,,Osteomyelitis,,,,,,,2022,9999,13/10/2023,NA,,
2511,FB84Z&XA14W3,,Sacral Osteomyelitis,,,,,,,2022,9999,09/11/2023,NA,,
3163,FB84Z&XA47V8,,Osteomyelitis Foot,,,,,,,2022,9999,11/02/2025,NA,,
2512,FB85Z,,Paget Disease,,,,,,,2022,9999,13/10/2023,NA,,
2513,GA01Y,,Pyometra,,,,,,,2022,9999,13/10/2023,NA,,
2514,GA90,,Benign Prostate Hyperplasia,,,,,,,2022,9999,13/10/2023,NA,,
2515,GA90,,Benign Prostate Hypertrophy,,,,,,,2022,9999,13/10/2023,NA,,
2516,GA90,,Benign Prostatic Hyperplasia,,,,,,,2022,9999,13/10/2023,NA,,
